method,domain,condition,repeat,round,action,stock,group_total,payoff,budget,health,won,premium,total_contribution,group_welfare,partner_level
full_history,public_goods,other_transient,2,7,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,other_transient,2,8,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,other_transient,2,9,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,other_transient,2,10,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,other_transient,2,11,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,other_transient,2,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,4,15.0,,,27.0,,,,,55.0,155.0,10.0
reflection,public_goods,control,0,5,15.0,,,27.0,,,,,55.0,155.0,10.0
reflection,public_goods,control,0,6,15.0,,,27.0,,,,,55.0,155.0,10.0
reflection,public_goods,control,0,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,0,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,fishery,other_transient,3,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,4,10.0,90.0,60.0,10.0,,,,,,,
reflection,fishery,other_transient,3,5,8.0,100.0,40.0,8.0,,,,,,,
reflection,fishery,other_transient,3,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,3,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,auction,other_transient,4,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,4,50.0,,,,610.0,9.0,False,0.0,,,
full_history,auction,other_transient,4,5,50.0,,,,600.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,6,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,7,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,8,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,9,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,10,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,11,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,other_transient,4,12,50.0,,,,530.0,10.0,True,0.0,,,
hscm_external_controller,fishery,other_transient,3,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,4,10.0,90.0,60.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,other_transient,3,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,4,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,5,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,control,4,12,10.0,100.0,50.0,10.0,,,,,,,
full_history,auction,other_transient,2,1,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,2,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,3,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,4,50.0,,,,610.0,9.0,False,0.0,,,
full_history,auction,other_transient,2,5,50.0,,,,600.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,6,50.0,,,,590.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,7,50.0,,,,580.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,8,50.0,,,,570.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,9,50.0,,,,560.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,10,50.0,,,,550.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,11,50.0,,,,540.0,10.0,True,0.0,,,
full_history,auction,other_transient,2,12,50.0,,,,530.0,10.0,True,0.0,,,
full_history,fishery,other_transient,3,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,4,10.0,90.0,60.0,10.0,,,,,,,
full_history,fishery,other_transient,3,5,8.0,100.0,40.0,8.0,,,,,,,
full_history,fishery,other_transient,3,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,other_transient,3,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,public_goods,other_transient,0,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,4,10.0,,,26.0,,,,,40.0,140.0,10.0
reflection,public_goods,other_transient,0,5,8.0,,,31.200000000000003,,,,,48.0,148.0,10.0
reflection,public_goods,other_transient,0,6,10.0,,,26.8,,,,,42.0,142.0,8.0
reflection,public_goods,other_transient,0,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,other_transient,0,12,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,auction,other_transient,1,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,4,50.0,,,,610.0,9.0,False,0.0,,,
hscm_external_controller,auction,other_transient,1,5,50.0,,,,600.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,6,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,7,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,8,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,9,50.0,,,,560.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,10,50.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,11,50.0,,,,540.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,1,12,50.0,,,,530.0,10.0,True,0.0,,,
full_history,public_goods,world_transient,2,1,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,2,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,3,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,4,10.0,,,17.5,,,,,50.0,87.5,10.0
full_history,public_goods,world_transient,2,5,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,6,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,7,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,8,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,9,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,10,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,11,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,world_transient,2,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,auction,control,2,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,control,2,2,55.0,,,,575.0,10.0,True,1.0,,,
reflection,auction,control,2,3,56.0,,,,559.0,10.0,True,2.0,,,
reflection,auction,control,2,4,54.0,,,,545.0,10.0,True,0.0,,,
reflection,auction,control,2,5,54.0,,,,531.0,10.0,True,0.0,,,
reflection,auction,control,2,6,54.0,,,,517.0,10.0,True,0.0,,,
reflection,auction,control,2,7,54.0,,,,503.0,10.0,True,0.0,,,
reflection,auction,control,2,8,54.0,,,,489.0,10.0,True,0.0,,,
reflection,auction,control,2,9,54.0,,,,475.0,10.0,True,0.0,,,
reflection,auction,control,2,10,54.0,,,,461.0,10.0,True,0.0,,,
reflection,auction,control,2,11,54.0,,,,447.0,10.0,True,0.0,,,
reflection,auction,control,2,12,54.0,,,,433.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,4,50.0,,,,610.0,9.0,False,0.0,,,
hscm_external_controller,auction,world_transient,2,5,50.0,,,,600.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,6,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,7,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,8,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,9,50.0,,,,560.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,10,50.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,11,50.0,,,,540.0,10.0,True,0.0,,,
hscm_external_controller,auction,world_transient,2,12,50.0,,,,530.0,10.0,True,0.0,,,
reflection,public_goods,control,3,1,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,2,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,3,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,4,12.0,,,28.8,,,,,52.0,152.0,10.0
reflection,public_goods,control,3,5,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,6,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,7,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,8,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,9,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,10,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,11,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,public_goods,control,3,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,fishery,control,3,1,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,2,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,3,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,4,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,5,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,6,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,7,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,8,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,9,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,10,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,11,10.0,100.0,50.0,10.0,,,,,,,
full_history,fishery,control,3,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,4,10.0,90.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,6,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,2,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,public_goods,other_transient,4,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,4,10.0,,,26.0,,,,,40.0,140.0,10.0
hscm_external_controller,public_goods,other_transient,4,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,other_transient,4,12,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,1,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,2,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,3,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,4,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,5,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,6,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,7,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,8,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,9,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,10,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,11,10.0,,,30.0,,,,,50.0,150.0,10.0
full_history,public_goods,control,2,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,auction,other_transient,4,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,2,46.0,,,,630.0,9.0,False,0.0,,,
reflection,auction,other_transient,4,3,49.0,,,,621.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,4,51.0,,,,661.0,9.0,False,0.0,,,
reflection,auction,other_transient,4,5,51.0,,,,650.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,6,51.0,,,,639.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,7,51.0,,,,628.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,8,53.0,,,,615.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,9,53.0,,,,602.0,10.0,True,0.0,,,
reflection,auction,other_transient,4,10,56.0,,,,586.0,10.0,True,2.0,,,
reflection,auction,other_transient,4,11,55.0,,,,571.0,10.0,True,1.0,,,
reflection,auction,other_transient,4,12,57.0,,,,554.0,10.0,True,3.0,,,
hscm_external_controller,fishery,world_transient,0,1,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,2,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,3,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,4,10.0,90.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,5,8.0,100.0,40.0,8.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,6,8.0,100.0,48.0,8.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,7,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,8,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,9,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,10,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,11,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,fishery,world_transient,0,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,public_goods,world_transient,0,1,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,2,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,3,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,4,10.0,,,17.5,,,,,50.0,87.5,10.0
hscm_external_controller,public_goods,world_transient,0,5,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,6,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,7,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,8,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,9,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,10,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,11,10.0,,,30.0,,,,,50.0,150.0,10.0
hscm_external_controller,public_goods,world_transient,0,12,10.0,,,30.0,,,,,50.0,150.0,10.0
reflection,fishery,world_transient,0,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,4,10.0,90.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,5,8.0,100.0,40.0,8.0,,,,,,,
reflection,fishery,world_transient,0,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,world_transient,0,12,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,1,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,2,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,3,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,4,10.0,90.0,60.0,10.0,,,,,,,
reflection,fishery,other_transient,2,5,8.0,100.0,40.0,8.0,,,,,,,
reflection,fishery,other_transient,2,6,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,7,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,8,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,9,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,10,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,11,10.0,100.0,50.0,10.0,,,,,,,
reflection,fishery,other_transient,2,12,10.0,100.0,50.0,10.0,,,,,,,
hscm_external_controller,auction,other_transient,0,1,50.0,,,,590.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,2,50.0,,,,580.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,3,50.0,,,,570.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,4,50.0,,,,610.0,9.0,False,0.0,,,
hscm_external_controller,auction,other_transient,0,5,52.0,,,,598.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,6,52.0,,,,586.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,7,52.0,,,,574.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,8,52.0,,,,562.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,9,52.0,,,,550.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,10,52.0,,,,538.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,11,52.0,,,,526.0,10.0,True,0.0,,,
hscm_external_controller,auction,other_transient,0,12,52.0,,,,514.0,10.0,True,0.0,,,
reflection,auction,control,4,1,50.0,,,,590.0,10.0,True,0.0,,,
reflection,auction,control,4,2,50.0,,,,580.0,10.0,True,0.0,,,
reflection,auction,control,4,3,49.0,,,,571.0,10.0,True,0.0,,,
reflection,auction,control,4,4,53.0,,,,558.0,10.0,True,0.0,,,
reflection,auction,control,4,5,53.0,,,,545.0,10.0,True,0.0,,,
reflection,auction,control,4,6,55.0,,,,530.0,10.0,True,1.0,,,
reflection,auction,control,4,7,56.0,,,,514.0,10.0,True,2.0,,,
reflection,auction,control,4,8,56.0,,,,498.0,10.0,True,2.0,,,
reflection,auction,control,4,9,57.0,,,,481.0,10.0,True,3.0,,,
reflection,auction,control,4,10,58.0,,,,463.0,10.0,True,4.0,,,
reflection,auction,control,4,11,59.0,,,,444.0,10.0,True,5.0,,,
reflection,auction,control,4,12,60.0,,,,424.0,10.0,True,6.0,,,
